sample	compressor	size	noise	correct
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	gzip	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	lzma	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	bzip2	10	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	gzip	10	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	lzma	10	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	bzip2	10	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	gzip	10	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	lzma	10	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	bzip2	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	10	0.1	True
Piano Sonatta No. 15 (Mozart)	gzip	10	0.1	False
Piano Sonatta No. 15 (Mozart)	lzma	10	0.1	False
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	gzip	10	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	lzma	10	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	bzip2	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	10	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	10	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	10	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	10	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	gzip	10	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	lzma	10	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	bzip2	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	10	0.1	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	10	0.1	True
Sping From The Four Seasons (Vivaldi)	gzip	10	0.1	True
Sping From The Four Seasons (Vivaldi)	lzma	10	0.1	False
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.1	True
Sping From The Four Seasons (Vivaldi)	gzip	10	0.1	True
Sping From The Four Seasons (Vivaldi)	lzma	10	0.1	False
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	10	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	gzip	10	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	lzma	10	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	bzip2	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	10	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	gzip	10	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	lzma	10	0.1	True
Independent Women, Pt. 1 091 Destiny's Child Survivor (International Edition)	bzip2	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	10	0.1	True
Rehab 056 Amy Winehouse Back to Black	gzip	10	0.1	True
Rehab 056 Amy Winehouse Back to Black	lzma	10	0.1	True
Rehab 056 Amy Winehouse Back to Black	bzip2	10	0.1	True
Sping From The Four Seasons (Vivaldi)	gzip	10	0.1	True
Sping From The Four Seasons (Vivaldi)	lzma	10	0.1	False
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	gzip	10	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	lzma	10	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	bzip2	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	gzip	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	lzma	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	bzip2	10	0.1	True
Treasure Waltz (Strauss)	gzip	10	0.1	True
Treasure Waltz (Strauss)	lzma	10	0.1	False
Treasure Waltz (Strauss)	bzip2	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	gzip	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	lzma	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	bzip2	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	10	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	gzip	10	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	lzma	10	0.1	True
Where the Party At (feat. Nelly) [LP Mix featuring Nelly] 019 Jagged Edge featuring Nelly Where t	bzip2	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	gzip	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	lzma	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	bzip2	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	gzip	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	lzma	10	0.1	True
Oops!… I Did It Again 001 Britney Spears Oops!... I Did It Again	bzip2	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	10	0.1	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	gzip	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	lzma	10	0.1	True
Who Let the Dogs Out 060 Baha Men Who Let the Dogs Out	bzip2	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	10	0.1	True
Piano Sonatta No. 15 (Mozart)	gzip	10	0.1	True
Piano Sonatta No. 15 (Mozart)	lzma	10	0.1	False
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	10	0.1	True
For Alise (Bethoven)	gzip	10	0.1	True
For Alise (Bethoven)	lzma	10	0.1	True
For Alise (Bethoven)	bzip2	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	gzip	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	lzma	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	bzip2	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	10	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	gzip	10	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	lzma	10	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	gzip	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	lzma	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	bzip2	10	0.1	True
For Alise (Bethoven)	gzip	10	0.1	True
For Alise (Bethoven)	lzma	10	0.1	True
For Alise (Bethoven)	bzip2	10	0.1	True
Piano Sonatta No. 15 (Mozart)	gzip	10	0.1	True
Piano Sonatta No. 15 (Mozart)	lzma	10	0.1	False
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	gzip	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	lzma	10	0.1	True
How You Remind Me 016 Nickelback Silver Side Up	bzip2	10	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	gzip	10	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	lzma	10	0.1	True
He Wasn't Man Enough 092 Toni Braxton The Heat	bzip2	10	0.1	True
For Alise (Bethoven)	gzip	10	0.1	True
For Alise (Bethoven)	lzma	10	0.1	True
For Alise (Bethoven)	bzip2	10	0.1	True
Treasure Waltz (Strauss)	gzip	10	0.1	False
Treasure Waltz (Strauss)	lzma	10	0.1	False
Treasure Waltz (Strauss)	bzip2	10	0.1	False
The Call 008 Backstreet Boys Black & Blue	gzip	10	0.1	False
The Call 008 Backstreet Boys Black & Blue	lzma	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	bzip2	10	0.1	True
Treasure Waltz (Strauss)	gzip	10	0.1	True
Treasure Waltz (Strauss)	lzma	10	0.1	False
Treasure Waltz (Strauss)	bzip2	10	0.1	True
1 Thing 031 Amerie Touch	gzip	10	0.1	True
1 Thing 031 Amerie Touch	lzma	10	0.1	True
1 Thing 031 Amerie Touch	bzip2	10	0.1	True
1 Thing 031 Amerie Touch	gzip	10	0.1	True
1 Thing 031 Amerie Touch	lzma	10	0.1	True
1 Thing 031 Amerie Touch	bzip2	10	0.1	True
For Alise (Bethoven)	gzip	10	0.1	True
For Alise (Bethoven)	lzma	10	0.1	True
For Alise (Bethoven)	bzip2	10	0.1	True
Treasure Waltz (Strauss)	gzip	10	0.1	True
Treasure Waltz (Strauss)	lzma	10	0.1	False
Treasure Waltz (Strauss)	bzip2	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	gzip	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	lzma	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	bzip2	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	10	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	gzip	10	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	lzma	10	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	bzip2	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	10	0.1	True
Rehab 056 Amy Winehouse Back to Black	gzip	10	0.1	True
Rehab 056 Amy Winehouse Back to Black	lzma	10	0.1	True
Rehab 056 Amy Winehouse Back to Black	bzip2	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	10	0.1	True
Treasure Waltz (Strauss)	gzip	10	0.1	True
Treasure Waltz (Strauss)	lzma	10	0.1	False
Treasure Waltz (Strauss)	bzip2	10	0.1	True
1 Thing 031 Amerie Touch	gzip	10	0.1	True
1 Thing 031 Amerie Touch	lzma	10	0.1	True
1 Thing 031 Amerie Touch	bzip2	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	10	0.1	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	gzip	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	lzma	10	0.1	True
Bye Bye Bye 043 _NSYNC No Strings Attached	bzip2	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	10	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	gzip	10	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	lzma	10	0.1	True
Paralyzer 052 Finger Eleven Them Vs. You Vs. Me (Deluxe Edition)	bzip2	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	10	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	gzip	10	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	lzma	10	0.1	True
Whatcha Say 048 Jason Derulo Jason Derulo	bzip2	10	0.1	True
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	gzip	10	0.1	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	lzma	10	0.1	False
Beautiful Day 053 U2 All That You Can't Leave Behind (20th Anniversary Super Deluxe Edition)	bzip2	10	0.1	False
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	gzip	10	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	lzma	10	0.1	True
Bump, Bump, Bump (B2K and P. Diddy) 082 B2K B2K_ Greatest Hits	bzip2	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	gzip	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	lzma	10	0.1	True
Try Again 009 Aaliyah Romeo Must Die (Original Soundtrack)	bzip2	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	gzip	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	lzma	10	0.1	True
Lose Yourself 059 Eminem 8 Mile (Music from and Inspired By the Motion Picture)	bzip2	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	10	0.1	True
For Alise (Bethoven)	gzip	10	0.1	True
For Alise (Bethoven)	lzma	10	0.1	True
For Alise (Bethoven)	bzip2	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	gzip	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	lzma	10	0.1	True
Crazy 036 Gnarls Barkley St. Elsewhere	bzip2	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	gzip	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	lzma	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	bzip2	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	gzip	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	lzma	10	0.1	True
Girlfriend 061 Avril Lavigne Girlfriend EP	bzip2	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	gzip	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	lzma	10	0.1	True
Ain't It Funny (feat. Ja Rule & Cadillac Tah) [Murder Remix] 086 Jennifer Lopez J to tha L-O! The	bzip2	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	gzip	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	lzma	10	0.1	True
Single Ladies (Put a Ring On It) 022 Beyoncé I Am... Sasha Fierce	bzip2	10	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	gzip	10	0.1	False
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	lzma	10	0.1	True
Umbrella (feat. JAY Z) 013 Rihanna Good Girl Gone Bad_ Reloaded	bzip2	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	gzip	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	lzma	10	0.1	True
No Such Thing 078 John Mayer Room for Squares	bzip2	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	gzip	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	lzma	10	0.1	True
Closer 032 Ne-Yo Year of the Gentleman (Deluxe Edition)	bzip2	10	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	gzip	10	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	lzma	10	0.1	True
Get the Party Started 045 P!nk M!ssundaztood	bzip2	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	gzip	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	lzma	10	0.1	True
The Call 008 Backstreet Boys Black & Blue	bzip2	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	gzip	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	lzma	10	0.1	True
Goodies (feat. Petey Pablo) 081 Ciara Goodies	bzip2	10	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	gzip	10	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	lzma	10	0.1	True
Oh Boy (feat. Juelz Santana) 066 Cam'ron Come Home With Me	bzip2	10	0.1	True
